page_id,url,title,title_length,is_https,images_without_alt_count,content_type,page_link_count,duplicate_content_flag,status_code,meta_description,load_time,h2_count,broken_link_count,audit_id,h1_count,crawl_depth,h2,image_link_count,h1,external_link_count,has_structured_data,internal_link_count,is_mobile_friendly,meta_description_length,has_meta_keywords,title_count
2492,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-me/006620-01-ME.html?dwvar_006620-01-ME_color=SAPPHIRE&currency=AUD&source=detail&dwvar_006620-01-ME_size=ME&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$179.00
$199.00
$179.00",90,Gunn Knit/Sapphire ME,0,False,0,False,151,True,1
2493,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=INDIGO&dwvar_006620_size=XS&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",134,Gunn Knit · Indigo XS,0,False,0,False,153,True,1
2494,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-xs/006620-03-XS.html?dwvar_006620-03-XS_color=CHARCOAL&currency=AUD&source=detail&dwvar_006620-03-XS_size=XS&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",112,Gunn Knit · Charcoal XS,0,False,0,False,151,True,1
2495,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-marble-xs/006620-10-XS.html?dwvar_006620-10-XS_color=MARBLE&dwvar_006620-10-XS_size=XS&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Marble is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",110,Gunn Knit · Marble XS,0,False,0,False,149,True,1
2496,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-olive-me/006620-11-ME.html?dwvar_006620-11-ME_color=OLIVE&dwvar_006620-11-ME_size=ME&currency=AUD&source=detail&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",112,Gunn Knit · Olive ME,0,False,0,False,153,True,1
2497,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-me/006620-01-ME.html?dwvar_006620-01-ME_color=SAPPHIRE&currency=AUD&source=detail&dwvar_006620-01-ME_size=ME&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",106,Gunn Knit/Sapphire ME,0,False,0,False,151,True,1
2498,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-xs/006620-15-XS.html?dwvar_006620-15-XS_size=XS&currency=AUD&source=detail&dwvar_006620-15-XS_color=INDIGO&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$129.00
$179.00",134,Gunn Knit · Indigo XS,0,False,0,False,153,True,1
2499,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-olive-xs/006620-11-XS.html?dwvar_006620-11-XS_color=OLIVE&currency=AUD&source=detail&dwvar_006620-11-XS_size=XS&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$129.00
$179.00",112,Gunn Knit · Olive XS,0,False,0,False,153,True,1
2500,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-xs/006620-01-XS.html?dwvar_006620-01-XS_color=SAPPHIRE&currency=AUD&dwvar_006620-01-XS_size=XS&source=detail&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$129.00",106,Gunn Knit/Sapphire XS,0,False,0,False,151,True,1
2501,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-marble-me/006620-10-ME.html?currency=AUD&dwvar_006620-10-ME_size=ME&source=detail&dwvar_006620-10-ME_color=MARBLE&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Marble is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$199.00
$199.00
$179.00",110,Gunn Knit · Marble ME,0,False,0,False,149,True,1
2502,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=SAPPHIRE&dwvar_006620_size=SM&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$199.00
$199.00
$179.00",106,Gunn Knit/Sapphire SM,0,False,0,False,151,True,1
2503,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=OLIVE&dwvar_006620_size=SM&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$179.00",112,Gunn Knit · Olive SM,0,False,0,False,153,True,1
2504,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-marble-xs/006620-10-XS.html?dwvar_006620-10-XS_color=MARBLE&dwvar_006620-10-XS_size=XS&currency=AUD&source=detail&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Marble is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$199.00",106,Gunn Knit · Marble XS,0,False,0,False,149,True,1
2505,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=MARBLE&dwvar_006620_size=SM&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Marble is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$199.00",106,Gunn Knit · Marble SM,0,False,0,False,149,True,1
2506,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-sm/006620-01-SM.html?dwvar_006620-01-SM_size=SM&currency=AUD&source=detail&dwvar_006620-01-SM_color=SAPPHIRE&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$199.00",102,Gunn Knit/Sapphire SM,0,False,0,False,151,True,1
2507,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-olive-sm/006620-11-SM.html?dwvar_006620-11-SM_size=SM&dwvar_006620-11-SM_color=OLIVE&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$199.00",108,Gunn Knit · Olive SM,0,False,0,False,153,True,1
2508,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-xs/006620-15-XS.html?dwvar_006620-15-XS_size=XS&currency=AUD&source=detail&dwvar_006620-15-XS_color=INDIGO&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$199.00",130,Gunn Knit · Indigo XS,0,False,0,False,153,True,1
2509,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=INDIGO&dwvar_006620_size=SM&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,7,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information",114,Gunn Knit · Indigo SM,0,False,0,False,153,True,1
2510,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=INDIGO&dwvar_006620_size=ME&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$199.00
$179.00",130,Gunn Knit · Indigo ME,0,False,0,False,153,True,1
2511,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-lg/006620-03-LG.html?dwvar_006620-03-LG_size=LG&currency=AUD&source=detail&dwvar_006620-03-LG_color=CHARCOAL&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$179.00",108,Gunn Knit · Charcoal LG,0,False,0,False,151,True,1
2512,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-xxxl/006620-03-XXXL.html?dwvar_006620-03-XXXL_size=XXXL&currency=AUD&source=detail&dwvar_006620-03-XXXL_color=CHARCOAL&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",110,Gunn Knit · Charcoal XXXL,0,False,0,False,151,True,1
2513,https://www.roddandgunn.com/au/Product-Variation?pid=006620&dwvar_006620_color=SAPPHIRE&dwvar_006620_size=LG&source=detail,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,95,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",104,Gunn Knit/Sapphire LG,0,False,0,False,151,True,1
2514,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-marble-sm/006620-10-SM.html?currency=AUD&source=detail&dwvar_006620-10-SM_color=MARBLE&dwvar_006620-10-SM_size=SM&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Marble is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",108,Gunn Knit · Marble SM,0,False,0,False,149,True,1
2515,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-sm/006620-01-SM.html?dwvar_006620-01-SM_size=SM&currency=AUD&source=detail&dwvar_006620-01-SM_color=SAPPHIRE&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",104,Gunn Knit/Sapphire SM,0,False,0,False,151,True,1
2516,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-olive-sm/006620-11-SM.html?dwvar_006620-11-SM_size=SM&dwvar_006620-11-SM_color=OLIVE&currency=AUD&source=detail&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",110,Gunn Knit · Olive SM,0,False,0,False,153,True,1
2517,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-lg/006620-01-LG.html?currency=AUD&source=detail&dwvar_006620-01-LG_color=SAPPHIRE&dwvar_006620-01-LG_size=LG&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",104,Gunn Knit/Sapphire LG,0,False,0,False,151,True,1
2518,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-xxxl/006620-03-XXXL.html?dwvar_006620-03-XXXL_size=XXXL&currency=AUD&source=detail&dwvar_006620-03-XXXL_color=CHARCOAL&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",110,Gunn Knit · Charcoal XXXL,0,False,0,False,151,True,1
2519,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-sm/006620-15-SM.html?dwvar_006620-15-SM_color=INDIGO&dwvar_006620-15-SM_size=SM&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",132,Gunn Knit · Indigo SM,0,False,0,False,153,True,1
2520,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit/118395-21.html,Gibbston Bay Knit | Noir | Rodd & Gunn AU,41,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,96,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$149.00
$149.00
$199.00",99,Gibbston Bay Knit,0,False,0,False,151,True,1
2521,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-me/006620-15-ME.html?dwvar_006620-15-ME_size=ME&currency=AUD&source=detail&dwvar_006620-15-ME_color=INDIGO&bvstate=pg:2/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",140,Gunn Knit · Indigo ME,0,False,0,False,153,True,1
2522,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-xs/006620-15-XS.html?dwvar_006620-15-XS_size=XS&currency=AUD&source=detail&dwvar_006620-15-XS_color=INDIGO&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",140,Gunn Knit · Indigo XS,0,False,0,False,153,True,1
2523,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-lg/006620-03-LG.html?dwvar_006620-03-LG_size=LG&currency=AUD&source=detail&dwvar_006620-03-LG_color=CHARCOAL&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,96,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",118,Gunn Knit · Charcoal LG,0,False,0,False,151,True,1
2524,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit%2Fsapphire-sm/006620-01-SM.html?dwvar_006620-01-SM_size=SM&currency=AUD&source=detail&dwvar_006620-01-SM_color=SAPPHIRE&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Sapphire is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",112,Gunn Knit/Sapphire SM,0,False,0,False,151,True,1
2525,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XXXL&dwvar_118395_color=noir&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,97,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$149.00",107,Gibbston Bay Knit · Noir XXXL,0,False,0,False,151,True,1
2526,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-lg/006620-03-LG.html?dwvar_006620-03-LG_size=LG&currency=AUD&source=detail&dwvar_006620-03-LG_color=CHARCOAL&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",118,Gunn Knit · Charcoal LG,0,False,0,False,151,True,1
2527,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-sm/006620-15-SM.html?dwvar_006620-15-SM_color=INDIGO&dwvar_006620-15-SM_size=SM&currency=AUD&source=detail&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",140,Gunn Knit · Indigo SM,0,False,0,False,153,True,1
2528,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-charcoal-xxxl/006620-03-XXXL.html?dwvar_006620-03-XXXL_size=XXXL&currency=AUD&source=detail&dwvar_006620-03-XXXL_color=CHARCOAL&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater in Charcoal is cut from soft cotton, designed to keep you warm during transitional weather. Free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",118,Gunn Knit · Charcoal XXXL,0,False,0,False,151,True,1
2529,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit/118395-21.html?currency=AUD&bvstate=pg:2/ct:r,Gibbston Bay Knit | Noir | Rodd & Gunn AU,41,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,97,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$149.00
$149.00
$199.00",107,Gibbston Bay Knit,0,False,0,False,151,True,1
2530,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-me/006620-15-ME.html?dwvar_006620-15-ME_size=ME&currency=AUD&source=detail&dwvar_006620-15-ME_color=INDIGO&bvstate=pg:3/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,97,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",140,Gunn Knit · Indigo ME,0,False,0,False,153,True,1
2531,https://www.roddandgunn.com/au/clothing/jumpers/ferndale-knit/009019-01.html,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,97,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$149.00
$199.00",125,Ferndale Knit,0,False,0,False,1,True,1
2532,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-olive-sm/006620-11-SM.html?dwvar_006620-11-SM_size=SM&dwvar_006620-11-SM_color=OLIVE&currency=AUD&source=detail&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$199.00
$179.00",118,Gunn Knit · Olive SM,0,False,0,False,153,True,1
2533,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_size=XXL&dwvar_118395_color=noir&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,97,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$149.00
$149.00",107,Gibbston Bay Knit · Noir XXL,0,False,0,False,151,True,1
2534,https://www.roddandgunn.com/au/clothing/jumpers/gibbston-bay-knit-%C2%B7-noir-xxxl/118395-21-XXXL.html?dwvar_118395-21-XXXL_color=noir&dwvar_118395-21-XXXL_size=XXXL&currency=AUD&source=detail&bvstate=pg:2/ct:r,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Noir features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,98,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$149.00
$149.00",107,Gibbston Bay Knit · Noir XXXL,0,False,0,False,151,True,1
2535,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_color=MIDNIGHT&dwvar_118395_size=XXXL&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,98,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$179.00
$149.00",118,Gibbston Bay Knit · Midnight XXXL,0,False,0,False,155,True,1
2536,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-sm/006620-15-SM.html?dwvar_006620-15-SM_color=INDIGO&dwvar_006620-15-SM_size=SM&currency=AUD&source=detail&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",140,Gunn Knit · Indigo SM,0,False,0,False,153,True,1
2537,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_color=MIDNIGHT&dwvar_118395_size=XXL&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Midnight features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,98,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$149.00
$149.00",118,Gibbston Bay Knit · Midnight XXL,0,False,0,False,155,True,1
2538,https://www.roddandgunn.com/au/Product-Variation?pid=118395&dwvar_118395_color=ECLIPSE&dwvar_118395_size=XXL&source=detail,Gibbston Bay Knit,17,True,0,,,,200, This mid-weight men’s crew neck sweater in Eclipse features smooth nano-tech fabric for easy care and machine washing. Shop now with free delivery in AU.,,11,,38,1,98,"Details
$199.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$149.00
$149.00",115,Gibbston Bay Knit/Eclipse XXL,0,False,0,False,154,True,1
2539,https://www.roddandgunn.com/au/Product-Variation?pid=009019&dwvar_009019_size=XL&dwvar_009019_color=CHARCOAL-MARLE&source=detail,Ferndale Knit,13,True,0,,,,200, ,,11,,38,1,98,"Details
$179.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$179.00
$179.00
$149.00
$149.00",125,Ferndale Knit · Charcoal Marle XL,0,False,0,False,1,True,1
2540,https://www.roddandgunn.com/au/clothing/jumpers/gunn-knit-%C2%B7-indigo-me/006620-15-ME.html?dwvar_006620-15-ME_size=ME&currency=AUD&source=detail&dwvar_006620-15-ME_color=INDIGO&bvstate=pg:4/ct:r,Gunn Knit,9,True,0,,,,200," The Gunn Knit men’s crew-neck sweater is cut from soft cotton, designed to keep you warm during transitional weather. Shop now with free delivery in AU.",,11,,38,1,98,"Details
$149.00
Promotions
Variations
Add to cart options
Product Actions
Additional Information
$199.00
$199.00
$179.00
$199.00",141,Gunn Knit · Indigo ME,0,False,0,False,153,True,1
